Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,next_state,predicted_time
statechange,User_21,O_Sent (mail and online),Offer,OfferState_1046556714,complete,2016-01-06 08:58:00.916000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,Offer_203604417,O_Cancelled,2016-01-06 17:05:32.046000+00:00
Deleted,User_21,W_Complete application,Workflow,Workitem_598455922,ate_abort,2016-01-06 08:58:00.930000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,A_Validating,2016-01-06 18:05:50.790000+00:00
Created,User_21,W_Call after offers,Workflow,Workitem_1346198357,schedule,2016-01-06 08:58:00.937000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,A_Validating,2016-01-06 15:23:11.757000+00:00
Obtained,User_21,W_Call after offers,Workflow,Workitem_1636953394,start,2016-01-06 08:58:00.939000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-06 16:27:58.859000+00:00
statechange,User_21,A_Complete,Application,ApplState_805747394,complete,2016-01-06 08:58:00.941000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-06 15:33:06.571000+00:00
Released,User_21,W_Call after offers,Workflow,Workitem_1057908557,suspend,2016-01-06 09:08:39.383000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-06 15:41:59.403000+00:00
Obtained,User_21,W_Call after offers,Workflow,Workitem_1038951515,resume,2016-01-11 08:35:35.200000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,A_Validating,2016-01-11 14:03:37.200000+00:00
Released,User_21,W_Call after offers,Workflow,Workitem_2090927456,suspend,2016-01-11 08:36:09.337000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-11 13:18:40.097000+00:00
Deleted,User_113,W_Call after offers,Workflow,Workitem_146146963,ate_abort,2016-01-22 10:00:58.747000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-22 15:13:59.707000+00:00
Created,User_113,W_Validate application,Workflow,Workitem_1143750836,schedule,2016-01-22 10:00:58.780000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-22 15:36:44.410000+00:00
Obtained,User_113,W_Validate application,Workflow,Workitem_2066143847,start,2016-01-22 10:00:58.783000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-22 13:52:30.603000+00:00
statechange,User_113,A_Validating,Application,ApplState_1819409059,complete,2016-01-22 10:00:59.805000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-22 13:36:00.275000+00:00
statechange,User_113,O_Returned,Offer,OfferState_1457412537,complete,2016-01-22 10:03:54.345000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,Offer_203604417,O_Cancelled,2016-01-22 14:04:28.905000+00:00
Released,User_113,W_Validate application,Workflow,Workitem_1050937982,suspend,2016-01-22 10:09:20.323000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-22 14:44:59.603000+00:00
Obtained,User_30,W_Validate application,Workflow,Workitem_1823683201,resume,2016-01-25 06:44:22.735000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Create Offer,2016-01-25 10:15:51.295000+00:00
Released,User_30,W_Validate application,Workflow,Workitem_2022100363,suspend,2016-01-25 06:44:59.137000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Created,2016-01-25 11:03:48.157000+00:00
Deleted,User_75,W_Validate application,Workflow,Workitem_2138388811,ate_abort,2016-01-25 11:47:40.314000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Sent (online only),2016-01-25 15:49:34.064000+00:00
Created,User_75,W_Call incomplete files,Workflow,Workitem_1975466557,schedule,2016-01-25 11:47:40.334000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Returned,2016-01-25 13:34:54.534000+00:00
Obtained,User_75,W_Call incomplete files,Workflow,Workitem_11090362,start,2016-01-25 11:47:40.336000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,A_Validating,2016-01-25 14:30:25.306000+00:00
statechange,User_75,A_Incomplete,Application,ApplState_1542974693,complete,2016-01-25 11:47:40.338000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Accepted,2016-01-25 13:44:32.898000+00:00
Released,User_75,W_Call incomplete files,Workflow,Workitem_658659265,suspend,2016-01-25 11:48:02.412000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,A_Pending,2016-01-25 14:10:53.512000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_253343079,resume,2016-01-25 12:00:10.416000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-25 14:34:06.146000+00:00
Released,User_2,W_Call incomplete files,Workflow,Workitem_1524629026,suspend,2016-01-25 12:00:40.904000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-01-25 18:36:27.724000+00:00
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_472374244,resume,2016-02-01 08:29:24.690000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-02-01 10:48:04.280000+00:00
Released,User_2,W_Call incomplete files,Workflow,Workitem_1904902710,suspend,2016-02-01 08:30:02.760000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-02-01 08:42:29.060000+00:00
statechange,User_68,O_Accepted,Offer,OfferState_1810821317,complete,2016-02-22 10:14:16.942000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,Offer_203604417,O_Cancelled,2016-02-22 12:35:03.322000+00:00
statechange,User_68,A_Pending,Application,ApplState_763578790,complete,2016-02-22 10:14:16.994000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-02-22 18:21:44.414000+00:00
Deleted,User_68,W_Call incomplete files,Workflow,Workitem_875654404,ate_abort,2016-02-22 10:14:16.998000+00:00,Not speficied,New credit,Application_758985626,17000.0,,,,,,,,,O_Cancelled,2016-02-22 16:02:20.938000+00:00
Created,User_1,A_Create Application,Application,Application_1018615109,complete,2016-01-01 21:57:30.249000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Submitted,2016-01-01 21:57:30.369000+00:00
statechange,User_1,A_Submitted,Application,ApplState_1658343773,complete,2016-01-01 21:57:30.292000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Concept,2016-01-01 22:38:59.492000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_1510422474,schedule,2016-01-01 21:57:30.476000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,W_Complete application,2016-01-02 05:13:57.776000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_1278922523,withdraw,2016-01-01 21:58:53.554000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Accepted,2016-01-01 23:25:53.804000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_916127696,schedule,2016-01-01 21:58:53.563000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Create Offer,2016-01-01 22:07:17.793000+00:00
statechange,User_1,A_Concept,Application,ApplState_1435115281,complete,2016-01-01 21:58:53.572000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Created,2016-01-01 22:03:46.142000+00:00
Obtained,User_15,W_Complete application,Workflow,Workitem_1895075816,start,2016-01-04 08:16:45.195000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Sent (mail and online),2016-01-04 13:00:43.165000+00:00
statechange,User_15,A_Accepted,Application,ApplState_233999853,complete,2016-01-04 08:24:43.054000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Complete,2016-01-06 04:18:06.184000+00:00
Created,User_15,O_Create Offer,Offer,Offer_866744603,complete,2016-01-04 08:29:35.380000+00:00,Home improvement,New credit,Application_1018615109,17000.0,17000.0,72.0,True,273.66,True,919.0,17000.0,,O_Create Offer,2016-01-05 14:08:35.120000+00:00
statechange,User_15,O_Created,Offer,OfferState_1837354160,complete,2016-01-04 08:29:36.753000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_866744603,O_Created,2016-01-04 18:13:43.403000+00:00
Created,User_15,O_Create Offer,Offer,Offer_476537784,complete,2016-01-04 08:30:35.161000+00:00,Home improvement,New credit,Application_1018615109,17000.0,15000.0,62.0,True,274.92,False,0.0,15000.0,,O_Sent (mail and online),2016-01-05 01:31:51.041000+00:00
statechange,User_15,O_Created,Offer,OfferState_1391005637,complete,2016-01-04 08:30:36.359000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_476537784,A_Validating,2016-01-05 01:11:09.879000+00:00
statechange,User_15,O_Sent (mail and online),Offer,OfferState_1614372474,complete,2016-01-04 08:30:54.164000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_476537784,O_Cancelled,2016-01-04 16:27:52.394000+00:00
statechange,User_15,O_Sent (mail and online),Offer,OfferState_1025197961,complete,2016-01-04 08:30:54.167000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_866744603,O_Cancelled,2016-01-04 16:38:25.297000+00:00
Deleted,User_15,W_Complete application,Workflow,Workitem_1250557940,complete,2016-01-04 08:30:54.190000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Validating,2016-01-04 17:38:44.050000+00:00
Created,User_15,W_Call after offers,Workflow,Workitem_1465362790,schedule,2016-01-04 08:30:54.218000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Validating,2016-01-04 14:56:05.038000+00:00
Obtained,User_15,W_Call after offers,Workflow,Workitem_1967603790,start,2016-01-04 08:30:54.227000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-04 16:00:52.147000+00:00
statechange,User_15,A_Complete,Application,ApplState_2113424637,complete,2016-01-04 08:30:54.240000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-04 15:05:59.870000+00:00
Released,User_15,W_Call after offers,Workflow,Workitem_903272629,suspend,2016-01-04 08:34:30.361000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-04 15:07:50.381000+00:00
Obtained,User_20,W_Call after offers,Workflow,Workitem_132233732,resume,2016-01-08 08:25:28.161000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Validating,2016-01-08 13:53:30.161000+00:00
Released,User_20,W_Call after offers,Workflow,Workitem_1305270307,suspend,2016-01-08 08:25:57.637000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-08 13:08:28.397000+00:00
Deleted,User_116,W_Call after offers,Workflow,Workitem_168815400,ate_abort,2016-01-13 10:24:28.046000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-13 15:37:29.006000+00:00
Created,User_116,W_Validate application,Workflow,Workitem_1571259151,schedule,2016-01-13 10:24:28.053000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-13 16:00:13.683000+00:00
Obtained,User_116,W_Validate application,Workflow,Workitem_1794530544,start,2016-01-13 10:24:28.054000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-13 14:15:59.874000+00:00
statechange,User_116,A_Validating,Application,ApplState_892621667,complete,2016-01-13 10:24:28.866000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-13 13:59:29.336000+00:00
statechange,User_116,O_Returned,Offer,OfferState_963885884,complete,2016-01-13 10:26:28.141000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_866744603,O_Cancelled,2016-01-13 14:27:02.701000+00:00
Released,User_116,W_Validate application,Workflow,Workitem_1346486401,suspend,2016-01-13 10:29:15.329000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-13 15:04:54.609000+00:00
Deleted,User_100,W_Validate application,Workflow,Workitem_685508635,ate_abort,2016-01-13 11:45:42.476000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Create Offer,2016-01-13 15:17:11.036000+00:00
Created,User_100,W_Call incomplete files,Workflow,Workitem_1237252086,schedule,2016-01-13 11:45:42.483000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Created,2016-01-13 16:04:31.503000+00:00
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_1047753172,start,2016-01-13 11:45:42.487000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Sent (online only),2016-01-13 15:47:36.237000+00:00
statechange,User_100,A_Incomplete,Application,ApplState_52556892,complete,2016-01-13 11:45:42.488000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Returned,2016-01-13 13:32:56.688000+00:00
Released,User_100,W_Call incomplete files,Workflow,Workitem_1290457398,suspend,2016-01-13 11:47:55.352000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Validating,2016-01-13 14:30:40.322000+00:00
Obtained,User_34,W_Call incomplete files,Workflow,Workitem_1666411552,resume,2016-01-13 13:42:39.922000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Accepted,2016-01-13 15:39:32.482000+00:00
Released,User_34,W_Call incomplete files,Workflow,Workitem_403900342,suspend,2016-01-13 13:43:33.746000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,A_Pending,2016-01-13 16:06:24.846000+00:00
statechange,User_119,O_Accepted,Offer,OfferState_1751078477,complete,2016-01-22 07:55:33.081000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_866744603,O_Cancelled,2016-01-22 10:29:28.811000+00:00
statechange,User_119,A_Pending,Application,ApplState_719047592,complete,2016-01-22 07:55:33.086000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-22 14:31:19.906000+00:00
Deleted,User_119,W_Call incomplete files,Workflow,Workitem_1919565635,ate_abort,2016-01-22 07:55:33.088000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,,O_Cancelled,2016-01-22 10:14:12.678000+00:00
statechange,User_119,O_Cancelled,Offer,OfferState_1722199198,complete,2016-01-22 07:55:33.101000+00:00,Home improvement,New credit,Application_1018615109,17000.0,,,,,,,,Offer_476537784,O_Cancelled,2016-01-22 08:07:59.401000+00:00
Created,User_1,A_Create Application,Application,Application_319587802,complete,2016-01-02 01:08:49.567000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,A_Submitted,2016-01-02 01:08:49.687000+00:00
statechange,User_1,A_Submitted,Application,ApplState_2095516654,complete,2016-01-02 01:08:49.631000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,A_Concept,2016-01-02 01:50:18.831000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_1604003555,schedule,2016-01-02 01:08:49.839000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,W_Complete application,2016-01-02 08:25:17.139000+00:00
Obtained,User_17,W_Handle leads,Workflow,Workitem_141859534,start,2016-01-02 09:42:05.818000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,A_Accepted,2016-01-02 11:09:06.068000+00:00
Deleted,User_17,W_Handle leads,Workflow,Workitem_486772058,complete,2016-01-02 09:43:10.023000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Create Offer,2016-01-02 09:51:34.253000+00:00
Created,User_17,W_Complete application,Workflow,Workitem_1823081473,schedule,2016-01-02 09:43:10.035000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Created,2016-01-02 09:48:02.605000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_1119357256,start,2016-01-02 09:43:10.038000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 14:27:08.008000+00:00
statechange,User_17,A_Concept,Application,ApplState_578663800,complete,2016-01-02 09:43:10.041000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,A_Complete,2016-01-04 05:36:33.171000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_1082680549,suspend,2016-01-02 09:43:12.960000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Create Offer,2016-01-03 15:22:12.700000+00:00
Obtained,User_16,W_Complete application,Workflow,Workitem_1966913498,resume,2016-01-04 08:23:20.633000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Created,2016-01-04 18:07:27.283000+00:00
Released,User_16,W_Complete application,Workflow,Workitem_206381378,suspend,2016-01-04 08:25:02.738000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Sent (mail and online),2016-01-05 01:26:18.618000+00:00
Obtained,User_108,W_Complete application,Workflow,Workitem_373965818,resume,2016-01-06 16:03:12.539000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,A_Validating,2016-01-07 08:43:46.059000+00:00
Released,User_108,W_Complete application,Workflow,Workitem_1129138191,suspend,2016-01-06 16:03:27.546000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-07 00:00:25.776000+00:00
Obtained,User_108,W_Complete application,Workflow,Workitem_21685896,resume,2016-01-06 17:24:00.192000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-07 01:31:31.322000+00:00
Released,User_108,W_Complete application,Workflow,Workitem_1222356500,suspend,2016-01-06 17:24:09.544000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,A_Validating,2016-01-07 02:31:59.404000+00:00
Obtained,User_108,W_Complete application,Workflow,Workitem_1385714644,resume,2016-01-06 17:28:27.908000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,A_Validating,2016-01-06 23:53:38.728000+00:00
statechange,User_108,A_Accepted,Application,ApplState_1017294027,complete,2016-01-06 17:40:00.341000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-07 01:09:58.261000+00:00
Created,User_108,O_Create Offer,Offer,Offer_1114437379,complete,2016-01-06 17:46:39.105000+00:00,Car,New credit,Application_319587802,7000.0,3208.0,25.0,False,300.75,False,0.0,7000.0,,O_Cancelled,2016-01-07 00:21:44.735000+00:00
statechange,User_108,O_Created,Offer,OfferState_709934533,complete,2016-01-06 17:46:40.385000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_1114437379,O_Cancelled,2016-01-07 00:20:00.405000+00:00
Created,User_108,O_Create Offer,Offer,Offer_442208740,complete,2016-01-06 17:47:05.520000+00:00,Car,New credit,Application_319587802,7000.0,0.0,25.0,False,300.0,False,0.0,7000.0,,A_Validating,2016-01-06 23:15:07.520000+00:00
statechange,User_108,O_Created,Offer,OfferState_1965467658,complete,2016-01-06 17:47:06.805000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_442208740,O_Cancelled,2016-01-06 22:29:37.565000+00:00
statechange,User_108,O_Sent (mail and online),Offer,OfferState_65631523,complete,2016-01-06 17:48:10.296000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_442208740,O_Cancelled,2016-01-06 23:01:11.256000+00:00
statechange,User_108,O_Sent (mail and online),Offer,OfferState_1282971869,complete,2016-01-06 17:48:10.298000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_1114437379,O_Cancelled,2016-01-06 23:23:55.928000+00:00
Deleted,User_108,W_Complete application,Workflow,Workitem_1993344468,complete,2016-01-06 17:48:10.313000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-06 21:39:42.133000+00:00
Created,User_108,W_Call after offers,Workflow,Workitem_651955669,schedule,2016-01-06 17:48:10.320000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-06 21:23:10.790000+00:00
Obtained,User_108,W_Call after offers,Workflow,Workitem_437122707,start,2016-01-06 17:48:10.322000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-06 21:48:44.882000+00:00
statechange,User_108,A_Complete,Application,ApplState_979975252,complete,2016-01-06 17:48:10.326000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-06 22:23:49.606000+00:00
Released,User_108,W_Call after offers,Workflow,Workitem_72957247,suspend,2016-01-06 17:52:33.838000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Create Offer,2016-01-06 21:24:02.398000+00:00
Obtained,User_2,W_Call after offers,Workflow,Workitem_1097288528,resume,2016-01-11 09:37:15.303000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Created,2016-01-11 13:56:04.323000+00:00
Released,User_2,W_Call after offers,Workflow,Workitem_1882593758,suspend,2016-01-11 09:37:38.257000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Sent (online only),2016-01-11 13:39:32.007000+00:00
Created,User_10,O_Create Offer,Offer,Offer_1377685007,complete,2016-01-12 14:56:28.116000+00:00,Car,New credit,Application_319587802,7000.0,6208.0,36.0,False,303.93,True,0.0,10000.0,,O_Returned,2016-01-12 16:43:42.316000+00:00
statechange,User_10,O_Created,Offer,OfferState_1378321257,complete,2016-01-12 14:56:29.277000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_1377685007,A_Validating,2016-01-12 17:39:14.247000+00:00
statechange,User_10,O_Sent (mail and online),Offer,OfferState_729288662,complete,2016-01-12 14:56:42.810000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_1377685007,O_Accepted,2016-01-12 16:53:35.370000+00:00
Deleted,User_113,W_Call after offers,Workflow,Workitem_156651038,ate_abort,2016-01-22 09:13:43.091000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,A_Pending,2016-01-22 11:36:34.191000+00:00
Created,User_113,W_Validate application,Workflow,Workitem_590422559,schedule,2016-01-22 09:13:43.096000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-22 11:47:38.826000+00:00
Obtained,User_113,W_Validate application,Workflow,Workitem_872393907,start,2016-01-22 09:13:43.098000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-22 15:49:29.918000+00:00
statechange,User_113,A_Validating,Application,ApplState_1462278959,complete,2016-01-22 09:13:44.004000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-22 11:32:23.594000+00:00
statechange,User_113,O_Returned,Offer,OfferState_847847689,complete,2016-01-22 09:13:52.988000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_1377685007,O_Cancelled,2016-01-22 09:26:19.288000+00:00
Released,User_113,W_Validate application,Workflow,Workitem_1779132992,suspend,2016-01-22 09:15:50.679000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-22 11:36:37.059000+00:00
Obtained,User_30,W_Validate application,Workflow,Workitem_1894692278,resume,2016-01-25 06:47:23.842000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-25 14:54:51.262000+00:00
Released,User_30,W_Validate application,Workflow,Workitem_1347397568,suspend,2016-01-25 06:47:36.381000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-25 12:35:40.321000+00:00
Obtained,User_29,W_Validate application,Workflow,Workitem_1108352736,resume,2016-01-25 09:05:56.484000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-25 09:29:27.034000+00:00
statechange,User_29,A_Denied,Application,ApplState_1797042019,complete,2016-01-25 10:13:22.096000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-25 11:00:30.986000+00:00
statechange,User_29,O_Refused,Offer,OfferState_727662319,complete,2016-01-25 10:13:22.147000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_1377685007,O_Cancelled,2016-01-25 11:55:52.927000+00:00
statechange,User_29,O_Refused,Offer,OfferState_91109443,complete,2016-01-25 10:13:22.158000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_442208740,O_Cancelled,2016-01-25 12:19:45.688000+00:00
statechange,User_29,O_Refused,Offer,OfferState_449143999,complete,2016-01-25 10:13:22.167000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,Offer_1114437379,O_Cancelled,2016-01-25 10:17:03.177000+00:00
Deleted,User_29,W_Validate application,Workflow,Workitem_826267658,complete,2016-01-25 10:13:22.181000+00:00,Car,New credit,Application_319587802,7000.0,,,,,,,,,O_Cancelled,2016-01-25 11:52:19.231000+00:00
Created,User_1,A_Create Application,Application,Application_1846626914,complete,2016-01-02 08:57:01.662000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Submitted,2016-01-02 08:57:01.782000+00:00
statechange,User_1,A_Submitted,Application,ApplState_1455015421,complete,2016-01-02 08:57:01.734000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Concept,2016-01-02 09:38:30.934000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_1432557025,schedule,2016-01-02 08:57:02.164000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,W_Complete application,2016-01-02 16:13:29.464000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_573684770,withdraw,2016-01-02 08:58:40.757000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Accepted,2016-01-02 10:25:41.007000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_2015515667,schedule,2016-01-02 08:58:40.799000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Create Offer,2016-01-02 09:07:05.029000+00:00
statechange,User_1,A_Concept,Application,ApplState_570676058,complete,2016-01-02 08:58:40.809000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Created,2016-01-02 09:03:33.379000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_690005955,start,2016-01-02 15:00:30.872000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 19:44:28.842000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_474542131,suspend,2016-01-02 15:00:35.293000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,A_Complete,2016-01-04 10:53:58.423000+00:00
Obtained,User_89,W_Complete application,Workflow,Workitem_1866894161,resume,2016-01-04 08:02:33.198000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Create Offer,2016-01-05 13:41:32.938000+00:00
Released,User_89,W_Complete application,Workflow,Workitem_2048218264,suspend,2016-01-04 08:02:52.340000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Created,2016-01-04 17:46:58.990000+00:00
Obtained,User_38,W_Complete application,Workflow,Workitem_947448869,resume,2016-01-04 08:45:13.362000+00:00,Car,New credit,Application_1846626914,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-05 01:46:29.242000+00:00
